id;name;description;price;catalog_url;category_id;picture_url
266;Скейтборд Atemi ALB-4.16;Класс подшипников: ABEC 7, Жесткость колес: 78А, Материал колес: полиуретан, Материал подвески: алюминий, Количество слоев деки: 7, Материал деки: канадский клен, Размер деки ДхШхТ (мм): 965х254, Тип: лонгборд;6897;…;55;http://magazilla.ru/jpg_zoom1/846172.jpg
267;Скейтборд Atemi ALB-3.16;Класс подшипников: ABEC 7, Жесткость колес: 78А, Материал колес: полиуретан, Материал подвески: алюминий, Количество слоев деки: 7, Материал деки: канадский клен, Размер деки ДхШхТ (мм): 965х254, Тип: лонгборд;6171;…;55;http://magazilla.ru/jpg_zoom1/846171.jpg
268;Скейтборд Atemi ALB-2.16;Класс подшипников: ABEC 7, Жесткость колес: 83А, Материал колес: полиуретан, Материал подвески: алюминий, Количество слоев деки: 7, Материал деки: канадский клен, Размер деки ДхШхТ (мм): 965х228, Тип: лонгборд;4437;…;55;http://magazilla.ru/jpg_zoom1/846168.jpg
269;Скейтборд Atemi ALB-1.16;Класс подшипников: ABEC 7, Жесткость колес: 78А, Материал колес: полиуретан, Материал подвески: алюминий, Количество слоев деки: 7, Материал деки: канадский клен, Размер деки ДхШхТ (мм): 1016х228, Тип: лонгборд;6171;…;55;http://magazilla.ru/jpg_zoom1/846156.jpg
270;Скейтборд Atemi ALB-1.13;Класс подшипников: ABEC 7, Жесткость колес: 92A, Материал колес: полиуретан, Материал подвески: алюминий, Количество слоев деки: 9, Материал деки: канадский клен, Размер деки ДхШхТ (мм): 1092х229, Тип: лонгборд;4565;…;55;http://magazilla.ru/jpg_zoom1/772881.jpg
271;Детский электромобиль Rastar Lamborghini Aventador;Этим ярким Ламборджини можно начинать управлять;1824;…;56;http://magazilla.ru/jpg_zoom1/299810.jpg
272;Детский электромобиль RiverToys Mercedes-Benz GL63 C999CP;Вес (кг): 20, Размеры (см): 123x63x42, Фары (световые эффекты), Ремни безопасности, Дистанционное управление, Задний ход, Передач: 2, Макс. скорость (км/час): 5, Количество мест: 1, Макс. вес ребенка (кг): 30, Внешний вид: внедорожник, Возрастная группа;4235;…;56;http://magazilla.ru/jpg_zoom1/756766.jpg
273;Детский электромобиль Jiajia JT368;Вес (кг): 4, Размеры (см): 72х33х46, Задний ход, Передач: 1, Макс. скорость (км/час): 2.5, Количество мест: 1, Макс. вес ребенка (кг): 20, Внешний вид: трицикл, Возрастная группа;3627;…;56;http://magazilla.ru/jpg_zoom1/905382.jpg
274;Детский электромобиль Shine Ring SR858;Время непрерывной езды (мин): 50, Фары (световые эффекты), Ремни безопасности, Дистанционное управление, Задний ход, Передач: 2, Макс. скорость (км/час): 7, Макс. вес ребенка (кг): 30, Внешний вид: внедорожник, Возрастная группа;9779;…;56;http://magazilla.ru/jpg_zoom1/1187591.jpg
275;Детский электромобиль Barty Ford Ranger;Вес (кг): 28, Размеры (см): 132х74х75, Радио, Фары (световые эффекты), Ремни безопасности, Дистанционное управление, Задний ход, Макс. скорость (км/час): 7, Количество мест: 2, Макс. вес ребенка (кг): 40, Внешний вид: внедорожник, Возрастная группа;24189;…;56;http://magazilla.ru/jpg_zoom1/1102691.jpg
276;Каталка (толокар) Ningbo Prince Toys Jeep;Вес (кг): 3.7, Размеры (см): 65х28х30, Поворотные колеса, Материал колес / полозьев: пластик, Материал корпуса: пластик, багажник, спинка, Макс. вес ребенка (кг): 30, Внешний вид: внедорожник, Тип: каталка;1639;…;57;http://magazilla.ru/jpg_zoom1/906214.jpg
277;Каталка (толокар) Ningbo Prince Toys Ferrari;Вес (кг): 2.5, Поворотные колеса, Материал колес / полозьев: пластик, Материал корпуса: пластик, багажник, спинка, Макс. вес ребенка (кг): 30, Внешний вид: автомобиль, Тип: каталка;1870;…;57;http://magazilla.ru/jpg_zoom1/935094.jpg
278;Каталка (толокар) Polesie Pozharnaya Komanda 44594;Размеры (см): 74х35х42, Поворотные колеса, Материал колес / полозьев: пластик, Материал корпуса: пластик, Макс. вес ребенка (кг): 30, Внешний вид: автомобиль, Тип: каталка;3545;…;57;http://magazilla.ru/jpg_zoom1/1201891.jpg
279;Каталка (толокар) Nordplast Pozarnaya Mashina;Вес (кг): 3.3, Размеры (см): 74х41х36, Поворотные колеса, Материал колес / полозьев: пластик, Материал корпуса: пластик, спинка, Макс. вес ребенка (кг): 25, Внешний вид: спецтехника, Тип: каталка;1903;…;57;http://magazilla.ru/jpg_zoom1/935310.jpg
280;Каталка (толокар) Polesie Poni;Вес (кг): 1.6, Размеры (см): 50x25x48, Материал колес / полозьев: пластик, Материал корпуса: пластик, съемная подставка-качалка, Макс. вес ребенка (кг): 30, Внешний вид: в виде животного, Тип: каталка;1364;…;57;http://magazilla.ru/jpg_zoom1/1075190.jpg
281;Веломобиль Berg Race BFR;Вес (кг): 48, Размеры (см): 156x84x86, Крылья на задних колесах, Тип колес: надувные, Ручной тормоз, Задний ход, Регулируемое сиденье, Количество мест: 1, Внешний вид: карт (бескузовной), Назначение: подростковый, Возрастная группа;66255;…;58;http://magazilla.ru/jpg_zoom1/524727.jpg
282;Веломобиль Pilsan Happy Herby;Тип колес: пластиковые, Клаксон (сигнал), Задний ход, Количество мест: 1, Макс. нагрузка (кг): 25, Внешний вид: автомобиль, Назначение: детский, Возрастная группа;3146;…;58;http://magazilla.ru/jpg_zoom1/524563.jpg
283;Веломобиль TVL F1;Вес (кг): 13, Размеры (см): 101x62x61, Тип колес: надувные, Ручной тормоз, Задний ход, Регулируемое сиденье, Количество мест: 1, Внешний вид: карт (бескузовной), Назначение: детский, Возрастная группа;19129;…;58;http://magazilla.ru/jpg_zoom1/960214.jpg
284;Веломобиль Kettler Daytona Air;Вес (кг): 14.3, Размеры (см): 112x63x64, Тип колес: надувные, Ручной тормоз, Регулируемое сиденье, Количество мест: 1, Макс. нагрузка (кг): 50, Внешний вид: карт (бескузовной), Назначение: детский, Возрастная группа;44099;…;58;http://magazilla.ru/jpg_zoom1/524471.jpg
285;Веломобиль Kettler Daytona;Вес (кг): 12.5, Размеры (см): 112x60x64, Тип колес: пластиковые, Ручной тормоз, Регулируемое сиденье, Количество мест: 1, Макс. нагрузка (кг): 50, Внешний вид: карт (бескузовной), Назначение: детский, Возрастная группа;28919;…;58;http://magazilla.ru/jpg_zoom1/524422.jpg
286;Санки Hubster Sport Plus 90;Максимальная нагрузка (кг): 80, буксирный шнур, Тип: санки (тюбинг);1056;…;59;http://magazilla.ru/jpg_zoom1/1279152.jpg
287;Санки Khw Snow Shuttle;Вес (кг): 4.3, Материал корпуса: пластик, Максимальная нагрузка (кг): 90, буксирный шнур, Тип: санки (салазки);2680;…;59;http://magazilla.ru/jpg_zoom1/240648.jpg
288;Санки Sweet Baby Glider 75;Вес (кг): 1, Максимальная нагрузка (кг): 80, буксирный шнур, Тип: санки (тюбинг);825;…;59;http://magazilla.ru/jpg_zoom1/1219296.jpg
289;Санки V76 Plazma;Вес (кг): 0.6, Тип: ледянка;521;…;59;http://magazilla.ru/jpg_zoom1/1219350.jpg
290;Санки Nika Timka Lux;Вес (кг): 5.6, отделение для вещей, ремень безопасности, складываемая конструкция, ручка-толкатель, спинка, Тип: санки-коляска;1914;…;59;http://magazilla.ru/jpg_zoom1/479405.jpg
291;Горка Pilsan Monkey Slider;Материал каркаса: пластик, Материал спуска: пластик, Возрастная группа;11504;…;60;http://magazilla.ru/jpg_zoom1/770847.jpg
292;Горка Feber Mega Slide;Материал каркаса: металл, Материал спуска: пластик, Водный эффект, Возрастная группа;38379;…;60;http://magazilla.ru/jpg_zoom1/770507.jpg
293;Горка Macyszynt Toys Lebed Malaya;Материал каркаса: пластик, Материал спуска: пластик, Возрастная группа;4004;…;60;http://magazilla.ru/jpg_zoom1/957665.jpg
294;Горка Lerado LA529+631;Материал каркаса: пластик, Материал спуска: пластик, Модульная конструкция, Качели, Баскетбольное кольцо, Возрастная группа;21450;…;60;http://magazilla.ru/jpg_zoom1/957537.jpg
295;Горка Lerado LA519;Материал каркаса: пластик, Материал спуска: пластик, Домик, Возрастная группа;40590;…;60;http://magazilla.ru/jpg_zoom1/1055131.jpg
296;Качели / качалка Edu-Play SW-0101;Вес (кг): 3, Материал: пластик, откидной защитный бампер, ограничитель между ног, спинка, Количество мест: 1, Назначение: подвесные, Тип: качели;2132;…;61;http://magazilla.ru/jpg_zoom1/757819.jpg
297;Качели / качалка Tako HBU Animals;Вес (кг): 10, Материал: металл, откидной защитный бампер, ограничитель между ног, ремни безопасности, регулировка спинки, спинка, Назначение: домашние, Тип: качели;5010;…;61;http://magazilla.ru/jpg_zoom1/907698.jpg
298;Качели / качалка Nattou 531276;Вес (кг): 5.4, Материал: текстиль, упоры от переворачивания, ограничитель между ног, ремни безопасности, спинка, Назначение: домашние, Тип: качалка;4972;…;61;http://magazilla.ru/jpg_zoom1/934953.jpg
299;Качели / качалка Tutsi Zhiraf;Вес (кг): 4.5, Материал: текстиль, ограничитель между ног, Назначение: домашние, Тип: качалка;1804;…;61;http://magazilla.ru/jpg_zoom1/1091729.jpg
300;Качели / качалка Edu-Play SW-1221;Вес (кг): 1.2, Материал: пластик, Назначение: подвесные, Тип: качели;803;…;61;http://magazilla.ru/jpg/1160574.jpg
301;Батут Intex 48260;Комплектация: защитная сетка, Размер батута (см): 174x174x112, Макс. нагрузка (кг): 55, Форма: квадратный, Тип: надувной;2912;…;62;http://magazilla.ru/jpg_zoom1/817460.jpg
302;Батут OptiFit Jump 6ft;лестница, Комплектация: защитная сетка, Размер батута (см): 183x183x50, Макс. нагрузка (кг): 150, Форма: круглый, Тип: каркасный;9350;…;62;http://magazilla.ru/jpg_zoom1/819940.jpg
303;Батут HouseFit DH-8012-44;Комплектация: , Размер батута (см): 116x116x21, Макс. нагрузка (кг): 110, Форма: круглый, Тип: для фитнеса;2871;…;62;http://magazilla.ru/jpg_zoom1/863112.jpg
304;Батут OptiFit Jump 10ft;лестница, Комплектация: защитная сетка, Размер батута (см): 305x305x65, Макс. нагрузка (кг): 150, Форма: круглый, Тип: каркасный;14080;…;62;http://magazilla.ru/jpg_zoom1/819950.jpg
305;Батут Hasttings Classic 2.44 M;Комплектация: защитная сетка, Размер батута (см): 244x244x60, Макс. нагрузка (кг): 130, Форма: круглый, Тип: каркасный;17589;…;62;http://magazilla.ru/jpg_zoom1/1129803.jpg
306;Надувной бассейн Intex 58480;Вес (кг): 3.6, Размеры (см): 152х152х56, Материал: винил, Объем (л): 400, Форма: круглая;1417;…;63;http://magazilla.ru/jpg_zoom1/574856.jpg
307;Надувной бассейн Intex 28122;Вес (кг): 11.6, Размеры (см): 305х305х76, Материал: винил, Производительность (л/ч): 2006, Фильтр: картриджный, Объем (л): 3853, Форма: круглая;3795;…;63;http://magazilla.ru/jpg_zoom1/574414.jpg
308;Надувной бассейн Intex 56495;Вес (кг): 4.5, Размеры (см): 185x180x53, Материал: винил, надувное дно, Объем (л): 466, Форма: нестандартная;1639;…;63;http://magazilla.ru/jpg_zoom1/575101.jpg
309;Надувной бассейн Intex 56483;Вес (кг): 5.1, Размеры (см): 262х175х56, Материал: винил, Объем (л): 769, Форма: прямоугольная;1567;…;63;http://magazilla.ru/jpg_zoom1/575018.jpg
310;Надувной бассейн Bestway 57266;Вес (кг): 8.7, Размеры (см): 305x305x76, Материал: ПВХ, Объем (л): 3638, Форма: круглая;2186;…;63;http://magazilla.ru/jpg_zoom1/1069195.jpg
311;Каркасный бассейн Polygroup P20-1042-A;Вес (кг): 31, Размеры (см): 305x305x106, Материал стенок: ПВХ, Производительность (л/ч): 2270, Фильтр: картриджный, Объем (л): 6300, Форма: круглая;8910;…;64;http://magazilla.ru/jpg_zoom1/1069882.jpg
312;Каркасный бассейн Intex 28736;Вес (кг): 70, Размеры (см): 457x457x122, Материал стенок: ПВХ, лестница, Производительность (л/ч): 3785, Фильтр: картриджный, Объем (л): 16805, Форма: круглая;20531;…;64;http://magazilla.ru/jpg_zoom1/1069399.jpg
313;Каркасный бассейн Polygroup P20-1042;Вес (кг): 29, Размеры (см): 305x305x106, Материал стенок: ПВХ, Объем (л): 6298, Форма: круглая;7524;…;64;http://magazilla.ru/jpg_zoom1/1121502.jpg
314;Каркасный бассейн Bestway 56260;Вес (кг): 48.8, Размеры (см): 366х366х100, Материал стенок: ПВХ, лестница, Производительность (л/ч): 2006, Фильтр: картриджный, Объем (л): 9150, Форма: круглая;12470;…;64;http://magazilla.ru/jpg_zoom1/589888.jpg
315;Каркасный бассейн Intex 28273;Вес (кг): 40, Размеры (см): 450х220х84, Материал стенок: ПВХ, Объем (л): 7127, Форма: прямоугольная;9449;…;64;http://magazilla.ru/jpg_zoom1/589136.jpg
316;Игровая спортивная площадка Kampfer Holiday;Вес (кг): 40, Материал: металл, качели: качели, канат, гимнастические кольца, рукоход, турник, лестница, Допустимая нагрузка (кг): 100, Тип: спортивная, Место установки: уличная;14025;…;65;http://magazilla.ru/jpg_zoom1/1307184.jpg
317;Игровая спортивная площадка Playgarden High Peak 2;Вес (кг): 233, Габариты (см): 470x560x310, Материал: дерево, Длина горки (см): 240, Форма горки: волнистая, песочница, качели: 2 качели, трапеция, гимнастические кольца, рукоход, скалодром, лестница, Возрастная группа;93500;…;65;http://magazilla.ru/jpg_zoom1/1056240.jpg
318;Игровая спортивная площадка Playgarden High Peak;Вес (кг): 188, Габариты (см): 260x560x310, Материал: дерево, Длина горки (см): 240, Форма горки: волнистая, песочница, качели: 2 качели, трапеция, гимнастические кольца, скалодром, лестница, Возрастная группа;82500;…;65;http://magazilla.ru/jpg_zoom1/1056228.jpg
319;Игровая спортивная площадка Kampfer Happy Child;Вес (кг): 54, Материал: металл, качели: качели, канат, гимнастические кольца, рукоход, турник, лестница, Допустимая нагрузка (кг): 100, Тип: игровая, Место установки: уличная;18403;…;65;http://magazilla.ru/jpg_zoom1/1307487.jpg
320;Игровая спортивная площадка Playgarden Green Hill;Вес (кг): 168, Габариты (см): 250x500x280, Материал: дерево, Длина горки (см): 240, Форма горки: волнистая, песочница, качели: 2 качели, скалодром, лестница, Возрастная группа;56551;…;65;http://magazilla.ru/jpg_zoom1/1056248.jpg
321;Радиоуправляемая машина Himoto Mastadon E18MT 1:18;При относительно небольших размерах эта модель типа «трагги» демонстрирует хорошие возможности как на ровной местности;2860;…;66;http://magazilla.ru/jpg_zoom1/335156.jpg
322;Радиоуправляемая машина Himoto Spatha 1:10;Эта машинка относится к крупноформатным как среди моделей от Himoto;5482;…;66;http://magazilla.ru/jpg_zoom1/334344.jpg
323;Радиоуправляемая машина Himoto Bowie E10MT 1:10;Формально относясь к «монстрам»;5280;…;66;http://magazilla.ru/jpg_zoom1/335413.jpg
324;Радиоуправляемая машина Rastar Mercedes-Benz G55 AMG 1:14;Размеры (мм): 323х148х139, световые эффекты, Привод: задний, Максимальная скорость (км/час): 12, Двигатель: электрический, Тип: шоссейные, Масштаб модели: 1:14;1540;…;66;http://magazilla.ru/jpg_zoom1/490095.jpg
325;Радиоуправляемая машина Himoto Barren E18DB 1:18;Эту миниатюрную модель в масштабе 1:18 производитель позиционирует как скоростной багги для шорт-корса — и;2893;…;66;http://magazilla.ru/jpg_zoom1/335426.jpg
326;Квадрокоптер (дрон) Blade Nano QX2 BLH9180;Вес (г): 52, Размеры (мм): 130х130x50, Подсветка корпуса, Акробатический режим, Время полета (мин): 8, Емкость аккумулятора (Ач): 0.5, Прямая трансляция (FPV), Тип камеры: встроенная, гироскоп, Винты (шт): 4, Тип двигателя: электрический, Тип: мини-квадрокоптер;8573;…;67;http://magazilla.ru/jpg_zoom1/896977.jpg
327;Квадрокоптер (дрон) DJI Matrice 100;Вес (г): 2355, Размеры (мм): 650x650x253, Подсветка корпуса, Питание пульта ДУ: аккумулятор, Частота радиоканала: 5.8 GHz, Радиус действия (м): 2000, Управление смартфоном: iOS/Android, Время полета (мин): 22, Емкость аккумулятора (Ач): 4.5, Тип камеры: отсутствует, гироскоп, GPS-модуль, оптический;292859;…;67;http://magazilla.ru/jpg_zoom1/718086.jpg
328;Квадрокоптер (дрон) Sky Tech M71;Размеры (мм): 170х145х73, Подсветка корпуса, Акробатический режим, Питание пульта ДУ: 4xAA, Частота радиоканала: 2.4 GHz, Радиус действия (м): 30, Время полета (мин): 8, Емкость аккумулятора (Ач): 0.35, Тип камеры: отсутствует, гироскоп, Винты (шт): 4, Тип двигателя: электрический, Тип: мини-квадрокоптер;2528;…;67;http://magazilla.ru/jpg_zoom1/829032.jpg
329;Квадрокоптер (дрон) Sky Tech M61S;Размеры (мм): 230x230x230, Подсветка корпуса, Питание пульта ДУ: 4xAA, Частота радиоканала: 2.4 GHz, Радиус действия (м): 30, Время полета (мин): 5, Емкость аккумулятора (Ач): 0.35, Тип камеры: отсутствует, гироскоп, Колеса для передвижения, Винты (шт): 4, Тип двигателя: электрический, Тип: квадрокоптер;3289;…;67;http://magazilla.ru/jpg_zoom1/1003641.jpg
330;Квадрокоптер (дрон) Align M480L;Вес (г): 2700, Размеры (мм): 590х484х430, Время полета (мин): 20, Емкость аккумулятора (Ач): 5.5, Тип камеры: отсутствует, гироскоп, GPS-модуль, высоты, Скорость (км/час): 54, Винты (шт): 4, Тип двигателя: электрический, Тип: квадрокоптер;32890;…;67;http://magazilla.ru/jpg_zoom1/633960.jpg
331;Радиоуправляемый вертолет Silverlit Phoenix;Материал корпуса: пластик, Кол-во лопастей несущего винта: 2, Схема винтов: классическая, Двигатель: электрический, Комплектация: RTR (RTF);2805;…;68;http://magazilla.ru/jpg_zoom1/968829.jpg
332;Радиоуправляемый вертолет Vlastelin Nebes Osa;Материал корпуса: пластик, Радиус действия (м): 10, Тип хвостового привода: отсутствует, Кол-во лопастей несущего винта: 4, Схема винтов: соосная, Двигатель: электрический, Комплектация: RTR (RTF);922;…;68;http://magazilla.ru/jpg_zoom1/1209644.jpg
333;Радиоуправляемый вертолет Silverlit Nano Falcon XS;Размеры (мм): 81x50x71, Материал корпуса: лексан, Емкость аккумулятора (Ач): 0.08, Тип хвостового привода: моторчик, Кол-во лопастей несущего винта: 4, Схема винтов: соосная, Двигатель: электрический, Комплектация: RTR (RTF);2748;…;68;http://magazilla.ru/jpg_zoom1/967188.jpg
334;Радиоуправляемый вертолет Walkera HM Lama 400D;Вес (г): 580, Размеры (мм): 650, Материал корпуса: лексан, Емкость аккумулятора (Ач): 1.5, Тип хвостового привода: моторчик, Кол-во лопастей несущего винта: 4, Схема винтов: соосная, Двигатель: электрический, Комплектация: RTR (RTF);7645;…;68;http://magazilla.ru/jpg_zoom1/808718.jpg
335;Радиоуправляемый вертолет Silverlit Spy Cam Nano;Материал корпуса: пластик, Встроенная камера, Тип хвостового привода: моторчик, Кол-во лопастей несущего винта: 4, Схема винтов: соосная, Двигатель: электрический, Комплектация: RTR (RTF);3991;…;68;http://magazilla.ru/jpg_zoom1/969031.jpg
336;Радиоуправляемый самолет Dynam Meteor 70mm EDF;Корпус: складной, Запуск: с земли, Радиус действия (м): 200, Частота радиоканала: 2.4 GHz, Тип камеры: встроенная, Размах крыла (мм): 910, Сервоприводы (шт): 5, Двигатель: электрический, Комплектация: RTR (RTF), Тип: реактивный;22764;…;69;http://magazilla.ru/jpg_zoom1/807485.jpg
337;Радиоуправляемый самолет Dynam Focus EP 400;Корпус: складной, Запуск: с земли, Радиус действия (м): 200, Частота радиоканала: 2.4 GHz, Тип камеры: встроенная, Кол-во винтов (шт): 1, Размах крыла (мм): 965, Двигатель: электрический, Комплектация: RTR (RTF), Тип: для начинающих;12850;…;69;http://magazilla.ru/jpg/807460.jpg
338;Радиоуправляемый самолет Dynam Focke-Wulf FW 190;Корпус: складной, Запуск: с земли, Радиус действия (м): 800, Частота радиоканала: 2.4 GHz, Тип камеры: встроенная, Кол-во винтов (шт): 1, Размах крыла (мм): 1270, Сервоприводы (шт): 4, Двигатель: электрический, Комплектация: RTR (RTF), Тип: для начинающих;19910;…;69;http://magazilla.ru/jpg_zoom1/779740.jpg
339;Радиоуправляемый самолет WL Toys F949;Вес (г): 58, Корпус: складной, Запуск: с земли, Радиус действия (м): 200, Частота радиоканала: 2.4 GHz, Тип камеры: встроенная, Кол-во винтов (шт): 1, Размах крыла (мм): 500, Двигатель: электрический, Комплектация: RTR (RTF), Тип: для начинающих;4389;…;69;http://magazilla.ru/jpg_zoom1/733043.jpg
340;Радиоуправляемый самолет XK DHC-2 Beaver;Вес (г): 90, Корпус: складной, Запуск: с земли, Радиус действия (м): 300, Частота радиоканала: 2.4 GHz, Тип камеры: встроенная, Кол-во винтов (шт): 1, Размах крыла (мм): 580, Система стабилизации, Двигатель: электрический, Комплектация: RTR (RTF), Тип: для начинающих;6809;…;69;http://magazilla.ru/jpg_zoom1/819942.jpg
341;Радиоуправляемый катер Pilotage Monaco F1;Материал корпуса: пластик, Частота радиоканала: 2.4 GHz, Напряжение аккумулятора (В): 7.4, Емкость аккумулятора (Ач): 0.8, Водное охлаждение двигателя, Макс. скорость (км/час): 40, Двигатель: электрический, Комплектация: RTR (RTF), Тип: катамаран;3133;…;70;http://magazilla.ru/jpg_zoom1/863575.jpg
342;Радиоуправляемый катер 1TOY Malibu;Размеры (ДхШхВ): 385x95x185, Материал корпуса: пластик, Радиус действия (м): 60, Частота радиоканала: 27.145 MHz, Задний ход, Макс. скорость (км/час): 10, Двигатель: электрический, Комплектация: RTR (RTF), Тип: катер;2612;…;70;http://magazilla.ru/jpg/867227.jpg
343;Радиоуправляемый катер Thunder Tiger Madcat OBL;Размеры (ДхШхВ): 690x185x180, Материал корпуса: пластик, Частота радиоканала: 2.4 GHz, Водное охлаждение двигателя, Макс. скорость (км/час): 35, Двигатель: электрический, Комплектация: ARR (ARF), Тип: катамаран;18590;…;70;http://magazilla.ru/jpg_zoom1/727403.jpg
344;Радиоуправляемый катер Heng Tai HT-3829;Размеры (ДхШхВ): 290x108x83, Материал корпуса: пластик, Радиус действия (м): 20, Частота радиоканала: 27.145 MHz, Задний ход, Двигатель: электрический, Комплектация: RTR (RTF), Тип: катер;1298;…;70;http://magazilla.ru/jpg_zoom1/938601.jpg
345;Радиоуправляемый катер Heng Tai HT-3827;Размеры (ДхШхВ): 710x105x200, Материал корпуса: пластик, Радиус действия (м): 45, Частота радиоканала: 27.145 MHz, Время работы (мин): 20, Напряжение аккумулятора (В): 7.2, Емкость аккумулятора (Ач): 0.8, Водное охлаждение двигателя, Макс. скорость (км/час): 7, Двигатель: электрический, Комплектация: RTR (RTF);3719;…;70;http://magazilla.ru/jpg_zoom1/938427.jpg
346;Танк на радиоуправлении VSTank Battle Tank T34&Tiger;Вес (г): 50, Размеры (мм): 130х48х48, Элементы питания: 4xAA, Радиус действия (м): 20, Частота радиоканала: 27 MHz, Вращение башни, Датчики попадания, Стрельба: инфракрасная пушка, Тип: набор «танковый бой», Масштаб модели: 1:72;5930;…;71;http://magazilla.ru/jpg_zoom1/807690.jpg
347;Танк на радиоуправлении Huan Qi Battle tanks 558;Размеры (мм): 380х150х120, Подкласс: немецкие танки, Элементы питания: 4xAA, Радиус действия (м): 15, Частота радиоканала: 27 MHz, Время работы (мин): 25, Емкость аккумулятора (Ач): 0.4, Отдача при выстреле, Вращение башни, Датчики попадания, Дальность стрельбы (м): 3, Стрельба: инфракрасная пушка, Тип: набор «танковый бой»;2611;…;71;http://magazilla.ru/jpg_zoom1/514524.jpg
348;Танк на радиоуправлении Plamennyj Motor Battle Tank King Tiger&T-34 1:28;Элементы питания: 2xAA, Радиус действия (м): 12, Частота радиоканала: 27 MHz, Время работы (мин): 20, Емкость аккумулятора (Ач): 0.7, Отдача при выстреле, Вращение башни, Датчики попадания, Макс. скорость передвижения (км/час): 6, Стрельба: инфракрасная пушка, Тип: набор «танковый бой», Масштаб модели: 1:28;2751;…;71;http://magazilla.ru/jpg_zoom1/971749.jpg
349;Танк на радиоуправлении Plamennyj Motor Abrams M1A2 1:28;Подкласс: американские танки, Элементы питания: 2xAA, Радиус действия (м): 12, Частота радиоканала: 27 MHz, Время работы (мин): 20, Емкость аккумулятора (Ач): 0.7, Отдача при выстреле, Вращение башни, Датчики попадания, Макс. скорость передвижения (км/час): 6, Стрельба: инфракрасная пушка, Тип: танк;1699;…;71;http://magazilla.ru/jpg_zoom1/822320.jpg
350;Танк на радиоуправлении Plamennyj Motor Abrams M1A2 1:18;Подкласс: американские танки, Элементы питания: 3xAA, Радиус действия (м): 20, Частота радиоканала: 27 MHz, Время работы (мин): 20, Отдача при выстреле, Вращение башни, Макс. скорость передвижения (км/час): 12, Дальность стрельбы (м): 12, Стрельба: пневматическая пушка, Тип: танк, Масштаб модели: 1:18;4972;…;71;http://magazilla.ru/jpg_zoom1/970759.jpg
351;Школьный рюкзак (ранец) MadPax Rex Full;Вес: 750, Материал: полиуретан, мягкие лямки, ортопедическая спинка, боковой карман, Замок: молния, Пол: унисекс, Возрастная группа: школьный, Тип: рюкзак;4064;…;72;http://magazilla.ru/jpg_zoom1/886493.jpg
352;Школьный рюкзак (ранец) Scooli Star Wars SW13824;Вес: 280, мягкие лямки, ортопедическая спинка, жесткий каркас, пенал, Замок: молния, Пол: для мальчиков, Возрастная группа: школьный, Тип: ранец;933;…;72;http://magazilla.ru/jpg_zoom1/905979.jpg
353;Школьный рюкзак (ранец) Herlitz Super Racer;Вес: 900, Материал: полиэстер, светоотражатель, мягкие лямки, ортопедическая спинка, жесткий каркас, внутренние разделители, карман для бутылки, внешнее, Объем (л): 15, Замок: молния, Пол: для мальчиков, Возрастная группа: школьный, Тип: рюкзак;2343;…;72;http://magazilla.ru/jpg_zoom1/1113620.jpg
354;Школьный рюкзак (ранец) Scooli Spider-Man SP13823;Вес: 280, светоотражатель, мягкие лямки, ортопедическая спинка, жесткий каркас, внутренние разделители, боковой карман, пенал, Замок: застежка, Пол: для мальчиков, Возрастная группа: школьный, Тип: ранец;1914;…;72;http://magazilla.ru/jpg_zoom1/905971.jpg
355;Школьный рюкзак (ранец) MadPax Bubble Half;Вес: 640, Материал: полиспандекс, мягкие лямки, ортопедическая спинка, Объем (л): 16, Замок: молния, Пол: унисекс, Возрастная группа: школьный, Тип: рюкзак;3712;…;72;http://magazilla.ru/jpg_zoom1/893783.jpg
356;Ручка Parker Sonnet T539 Red GT;Материал корпуса: металл, Цвет чернил: черный, С футляром, Клипса, Тип ручки: гелевая;6219;…;73;http://magazilla.ru/jpg_zoom1/1248125.jpg
357;Ручка Parker Sonnet F539 Blue CT;Материал корпуса: металл, Цвет чернил: черный, С футляром, Клипса, Тип ручки: перьевая;11499;…;73;http://magazilla.ru/jpg_zoom1/1248132.jpg
358;Ручка Parker Jotter K63 Waterloo Blue CT;Материал корпуса: металл, Цвет чернил: синий, С футляром, Клипса, Авторучка, Тип ручки: шариковая;1001;…;73;http://magazilla.ru/jpg_zoom1/1194867.jpg
359;Ручка Faber-Castell Ecco Pigment 0.4 Black;Материал корпуса: пластик, Цвет чернил: черный, Клипса, Тип ручки: линер;159;…;73;http://magazilla.ru/jpg_zoom1/1193559.jpg
360;Ручка Faber-Castell Ecco Pigment 0.3 Black;Материал корпуса: пластик, Цвет чернил: черный, Клипса, Тип ручки: линер;159;…;73;http://magazilla.ru/jpg_zoom1/1193551.jpg
361;Карандаши Faber-Castell TK Fine 9717 07;Материал корпуса: пластик, Клипса, Ластик, Твердость грифеля: HB, Диаметр грифеля (мм): 0.7, Цанговый карандаш, Назначение: простой, Тип: карандаш;368;…;74;http://magazilla.ru/jpg_zoom1/358542.jpg
362;Карандаши Faber-Castell TK Fine 9715 05;Материал корпуса: пластик, Клипса, Ластик, Твердость грифеля: HB, Диаметр грифеля (мм): 0.5, Цанговый карандаш, Назначение: простой, Тип: карандаш;352;…;74;http://mzimg.com/big/q1/edi4ycvjfq1.jpg
